Recency,Frequency,Monetary
-0.6353474481333451,0.09457903022970385,0.20918535495769647
-0.7553442798697854,1.7835245117920593,0.5871869657961568
-0.38535404868242773,-0.4250965025587132,-0.1475155149395041
-0.7653440158478221,0.8740923294123294,0.5306799523998597
-0.6953458640015652,0.2244979134268081,1.2434116265598019
-0.8853408475842623,-0.4250965025587132,-0.15223380102666512
-0.8153426957380054,-0.4250965025587132,-0.16935164054882823
-0.6453471841113817,-0.03533985296740041,0.13723455305954518
-0.6953458640015652,0.7441734462152251,0.39303823087630857
-0.7553442798697854,0.4843356798210166,0.04856216307754866
-0.5953485042211982,0.2244979134268081,0.2758880514298122
-0.8253424317160422,-0.16525873616450468,-0.08348306341268182
2.4345714971239194,-0.4250965025587132,-0.19075255741550554
-0.8753411116062256,0.7441734462152251,0.3750188080253887
-0.5353500883529781,-0.4250965025587132,-0.1767869203464776
-0.29535642488009756,-0.2951776193616089,-0.19873546560543687
0.7346163808576817,-0.2951776193616089,-0.17975435387050953
-0.7653440158478221,0.35441679662391234,-0.08933333745705985
-0.1053614412974004,-0.4250965025587132,-0.11192857396788053
-0.7153453359576386,-0.16525873616450468,-0.1830980036477758
-0.6953458640015652,0.8740923294123294,0.2458909270964813
2.444571233101956,-0.4250965025587132,0.013434918297007273
0.03463486239511329,0.09457903022970385,0.18645877667799513
-0.7453445438917486,-0.2951776193616089,-0.1743771328072694
1.4045986913861401,-0.4250965025587132,-0.2198514376175935
0.41462482956050756,-0.16525873616450468,-0.08279852792232939
-0.6653466560674551,-0.2951776193616089,-0.18374580796547518
1.9145852262660112,-0.4250965025587132,-0.2083868594864874
0.5046224533628378,-0.2951776193616089,-0.11866596148512175
-0.26535721694598746,-0.2951776193616089,-0.21331996728037692
0.20463037402173703,-0.4250965025587132,-0.15988056333352907
1.7445897146393876,-0.4250965025587132,-0.11475798732800399
2.604567008750543,-0.4250965025587132,-0.18532413532371872
-0.14536038520954717,-0.2951776193616089,-0.08199155518980007
-0.6453471841113817,0.09457903022970385,0.0481859468243143
-0.9153400555183724,0.09457903022970385,0.0009129276198283256
-0.28535668890206084,-0.4250965025587132,-0.19120780134323587
-0.13536064923151048,0.09457903022970385,0.06517800990678667
0.5046224533628378,-0.4250965025587132,-0.1612841393552111
-0.5353500883529781,-0.2951776193616089,-0.2065814666972977
-0.7353448079137119,0.8740923294123294,-0.028819287044065358
-0.8353421676940789,0.4843356798210166,0.271257697543851
-0.9153400555183724,-0.16525873616450468,-0.08147954490433319
-0.1053614412974004,-0.16525873616450468,-0.18921875269078087
-0.8353421676940789,0.2244979134268081,-0.012823417886577471
-0.3253556328142076,-0.03533985296740041,-0.043009763412363525
-0.7753437518258587,-0.4250965025587132,-0.21409466110360506
-0.6253477121553084,-0.4250965025587132,-0.18909408931692806
0.3846256216263975,-0.4250965025587132,-0.10679956658650801
-0.0053640815170334765,-0.2951776193616089,-0.14829800022359804
-0.49535114444083134,-0.16525873616450468,1.1746341753657072
-0.6353474481333451,-0.4250965025587132,-0.18752244035371235
-0.7053455999796019,-0.03533985296740041,0.3917615443601554
-0.7253450719356752,1.653605628594955,1.263502464935187
-0.6253477121553084,-0.16525873616450468,-0.11882067763659983
-0.5653492962870882,-0.4250965025587132,-0.1865485077454873
-0.17535959314365723,-0.2951776193616089,-0.11668247816185665
-0.4553522005286846,-0.2951776193616089,-0.0987498744462984
1.0546079321548558,-0.2951776193616089,-0.20490296341363676
0.7346163808576817,-0.4250965025587132,-0.2174360847491954
-0.13536064923151048,-0.4250965025587132,-0.12064054028168315
2.654565688640726,-0.4250965025587132,-0.20933296544876315
-0.5353500883529781,-0.2951776193616089,-0.17930022300861717
-0.8453419036721156,0.7441734462152251,0.1829426016958433
-0.42535299259457454,-0.2951776193616089,-0.16129749614526676
-0.7653440158478221,0.09457903022970385,1.1066403225215444
-0.8453419036721156,-0.4250965025587132,-0.19798414616480614
2.184578097673002,-0.2951776193616089,-0.16551045034198872
-0.8753411116062256,-0.16525873616450468,0.00949689136226428
2.1045802098487085,-0.4250965025587132,-0.20144689398673535
-0.8453419036721156,0.35441679662391234,0.19290008868233596
1.6845912987711673,-0.4250965025587132,-0.1771764933897676
1.9645839061561947,-0.4250965025587132,-0.21179061481900413
-0.06536249738525363,-0.4250965025587132,-0.18889151133441726
-0.6953458640015652,0.7441734462152251,0.818391888593751
-0.9053403195403357,3.602388876551519,0.23107268159556732
-0.5253503523749414,-0.2951776193616089,-0.17019645751984858
-0.8353421676940789,-0.2951776193616089,-0.11445300728839979
1.3446002755179198,-0.4250965025587132,-0.21016331256388987
2.2345767775631855,-0.4250965025587132,-0.20371754829619712
-0.5653492962870882,0.09457903022970385,-0.08157192936888484
-0.5753490322651249,-0.16525873616450468,-0.1582877661193919
-0.7153453359576386,-0.2951776193616089,0.08301488996027935
-0.14536038520954717,-0.4250965025587132,-0.17901082589074457
1.5445949950786537,-0.4250965025587132,-0.18176232464221004
-0.5253503523749414,-0.4250965025587132,-0.20602604684414993
1.4645971072543602,-0.2951776193616089,-0.17111473683617504
-0.8953405835622991,1.3937678622007466,0.5824330616021808
-0.8853408475842623,0.6142545630181209,0.03221901737861369
1.4145984273641767,-0.2951776193616089,-0.0009559099221257551
-0.7553442798697854,-0.4250965025587132,-0.20611175291367373
-0.8453419036721156,-0.4250965025587132,-0.21200432345989467
-0.5353500883529781,-0.4250965025587132,-0.204112686668677
-0.6353474481333451,-0.2951776193616089,-0.15605272991674524
1.1846044998693328,-0.2951776193616089,0.8699246107601537
2.244576513541222,-0.4250965025587132,-0.17762728505414607
-0.0053640815170334765,-0.2951776193616089,-0.17932471045705256
0.16463143010959028,-0.16525873616450468,-0.18149518884109692
-0.5453498243310149,0.7441734462152251,0.1435333926366257
-0.4153532566165378,-0.2951776193616089,-0.15921494996242214
-0.7353448079137119,-0.03533985296740041,0.19618140677267581
-0.8253424317160422,0.4843356798210166,0.10845623581879303
-0.6353474481333451,0.35441679662391234,-0.1130995192294265
-0.6353474481333451,0.7441734462152251,0.061257792025451153
0.9746100443305623,0.09457903022970385,-0.16380189428070255
-0.3353553687922443,-0.4250965025587132,-0.2109892074156647
-0.7053455999796019,-0.4250965025587132,-0.14575464478383326
-0.13536064923151048,-0.2951776193616089,-0.1997405640571251
-0.3253556328142076,-0.4250965025587132,-0.05222260935325332
-0.14536038520954717,-0.16525873616450468,-0.10260664757486952
-0.6953458640015652,0.09457903022970385,0.005660153418776621
-0.4053535206385011,-0.4250965025587132,-0.09520809894987321
-0.18535932912169392,-0.4250965025587132,-0.14966818427014092
-0.3553548407483177,0.09457903022970385,0.14421904119281612
1.8545868103977912,-0.4250965025587132,-0.19290411368030438
-0.9053403195403357,-0.03533985296740041,0.0269920602034997
0.0246351264170766,-0.2951776193616089,-0.14863748530417933
-0.6353474481333451,-0.4250965025587132,-0.18874347357796706
-0.7053455999796019,-0.4250965025587132,-0.20829670115361174
-0.7653440158478221,0.6142545630181209,0.1772615136588369
-0.7753437518258587,-0.16525873616450468,-0.07894732012294811
-0.9053403195403357,2.043362278186268,1.295717929483595
1.3945989554081033,-0.4250965025587132,-0.2079861557848177
1.8345873384417177,-0.4250965025587132,-0.19407283281017443
0.1346322221754802,-0.2951776193616089,-0.15667048145681936
1.1946042358473694,-0.2951776193616089,0.07069436419977324
-0.6953458640015652,0.6142545630181209,0.5088705403706468
-0.8153426957380054,0.35441679662391234,0.2704574032063495
-0.8853408475842623,-0.16525873616450468,-0.14049429563358012
-0.8253424317160422,-0.2951776193616089,-0.08657516031056654
-0.3553548407483177,-0.4250965025587132,-0.1567406046046116
-0.3353553687922443,-0.03533985296740041,0.01283274967866473
-0.02536355347310686,-0.2951776193616089,-0.040015616308220286
-0.25535748096795075,0.4843356798210166,0.4401298203492052
-0.5953485042211982,-0.4250965025587132,-0.15326895225597859
1.4645971072543602,-0.4250965025587132,-0.17392634114289096
-0.6853461280235285,-0.16525873616450468,-0.09729398433023174
0.22462984597781044,-0.4250965025587132,-0.20734057759879423
-0.6753463920454919,-0.16525873616450468,-0.11524996242838735
0.3546264136922874,0.2244979134268081,0.14424798090460336
0.3746258856483608,-0.4250965025587132,-0.17483794206418957
-0.5853487682431616,-0.03533985296740041,-0.030443250101665712
-0.8753411116062256,-0.2951776193616089,-0.07810584234944169
-0.7053455999796019,1.0040112126094336,0.18634190476500814
0.6246192850992781,-0.4250965025587132,-0.19263141255000138
0.1446319581535169,-0.16525873616450468,-0.15863170346332509
-0.8953405835622991,-0.4250965025587132,-0.19303322931750908
2.4245717611458826,-0.4250965025587132,-0.21534352097380904
2.3845728172337357,-0.4250965025587132,-0.12563264056498516
0.5646208692310579,-0.2951776193616089,0.017938382677439812
-0.8153426957380054,0.09457903022970385,-0.16102813421247764
-0.7553442798697854,0.09457903022970385,0.2228894215548011
-0.8153426957380054,-0.03533985296740041,-0.04513571916288901
-0.7353448079137119,-0.4250965025587132,-0.15167058971265157
-0.6253477121553084,-0.4250965025587132,-0.21782788392416136
-0.8153426957380054,-0.4250965025587132,-0.2007512278380032
-0.9153400555183724,0.8740923294123294,0.20047338864389383
-0.8453419036721156,0.6142545630181209,0.3153529137809284
2.3245744013655156,-0.4250965025587132,-0.2210201567474635
-0.345355104770281,-0.4250965025587132,-0.15900791971655942
-0.8053429597599688,-0.03533985296740041,0.19572838897662148
0.5846203411871314,-0.16525873616450468,0.07739613361019941
-0.8253424317160422,0.09457903022970385,0.1054476188587562
2.374573081255699,-0.4250965025587132,-0.2028883142469084
-0.8753411116062256,-0.2951776193616089,-0.16007757598685002
-0.5353500883529781,-0.03533985296740041,-0.008691717496027417
-0.6753463920454919,0.2244979134268081,-0.07983999892500122
-0.505350880418868,1.0040112126094336,1.734131188677956
-0.3353553687922443,-0.03533985296740041,-0.10414601762878405
-0.9153400555183724,-0.03533985296740041,-0.131996037960668
-0.7753437518258587,2.303200044580476,1.3066115048398215
-0.8853408475842623,3.4724699933544145,1.1387923423171882
-0.8853408475842623,1.3937678622007466,0.7154655774906918
-0.8453419036721156,0.35441679662391234,0.026150582429993283
-0.6453471841113817,0.2244979134268081,0.09064718241124964
2.79456199233324,-0.4250965025587132,-0.2181106026470061
0.21463010999977375,-0.4250965025587132,0.3144546696496855
-0.6653466560674551,-0.2951776193616089,-0.08916526451552616
1.1346058199791493,-0.4250965025587132,-0.18473309736375587
-0.6453471841113817,0.2244979134268081,-0.11274111202959969
0.3446266777142507,-0.03533985296740041,-0.13276405338886832
-0.22535827303384068,-0.2951776193616089,-0.13123247479581956
-0.8553416396501522,-0.03533985296740041,-0.16324090909836492
-0.6353474481333451,-0.16525873616450468,-0.12144639994837447
-0.8453419036721156,-0.03533985296740041,0.32182093936538053
-0.1253609132534738,-0.2951776193616089,-0.13924209656586223
-0.7253450719356752,-0.4250965025587132,-0.2036563296751087
-0.215358537055804,-0.4250965025587132,-0.19647148969100292
-0.8553416396501522,0.4843356798210166,0.03251843208902802
-0.7753437518258587,0.6142545630181209,0.5364534249014176
1.9945831140903048,-0.4250965025587132,-0.16086785273180976
-0.6253477121553084,0.7441734462152251,0.07393227272243218
-0.7753437518258587,1.3937678622007466,0.852367110231992
0.04463459837314998,-0.16525873616450468,-0.10013898061208679
-0.6353474481333451,1.133930095806538,0.26128574070146465
-0.9153400555183724,-0.4250965025587132,-0.1335832698456153
-0.8353421676940789,0.09457903022970385,0.29609464865234614
0.1346322221754802,-0.4250965025587132,-0.1898142429140956
-0.8853408475842623,-0.2951776193616089,-0.11077209856222817
0.5846203411871314,-0.2951776193616089,-0.11327760976350193
-0.215358537055804,-0.4250965025587132,-0.20151367793701364
-0.8753411116062256,-0.2951776193616089,-0.15624529030671427
-0.8953405835622991,2.692956694171789,0.4155121432107905
-0.6053482401992349,0.2244979134268081,0.06761228489443025
-0.07536223336329032,-0.03533985296740041,-0.11698968433313674
-0.8853408475842623,0.09457903022970385,-0.1473274068128869
-0.8753411116062256,-0.03533985296740041,-0.11322974793246915
2.784562256355203,-0.4250965025587132,-0.18041551497826458
-0.6453471841113817,0.35441679662391234,0.06237753625845044
-0.8153426957380054,0.35441679662391234,0.21504564659461617
-0.215358537055804,-0.03533985296740041,-0.13494343629961644
0.21463010999977375,-0.4250965025587132,-0.1776094760007385
-0.6853461280235285,1.0040112126094336,1.8752067183116492
0.8746126845501954,-0.4250965025587132,-0.20173517803876995
1.4145984273641767,-0.4250965025587132,-0.18529630867776942
2.604567008750543,-0.4250965025587132,-0.21574422467547877
2.2245770415851487,-0.2951776193616089,-0.14126119799594247
2.4045722891898094,-0.4250965025587132,-0.2019867309181515
2.79456199233324,-0.4250965025587132,-0.21074099373379707
-0.14536038520954717,-0.2951776193616089,-0.11527444987682273
-0.28535668890206084,-0.4250965025587132,-0.18043777629502403
0.41462482956050756,-0.2951776193616089,-0.16791244642033112
-0.4053535206385011,0.35441679662391234,2.1404926040020915
-0.9053403195403357,0.8740923294123294,0.23901106715197976
-0.9153400555183724,26.598031202438975,3.4510051909713115
-0.8853408475842623,0.09457903022970385,0.22730940599738578
0.3646261496703241,-0.4250965025587132,-0.197325211188727
-0.11536117727543709,-0.4250965025587132,0.25801889246701837
-0.6953458640015652,0.2244979134268081,2.157199722230043
1.4345978993202502,-0.16525873616450468,0.10708271257473623
1.8845860183319012,-0.2951776193616089,0.19626266057884775
-0.05536276140721694,-0.4250965025587132,-0.21555722961469959
-0.7653440158478221,1.133930095806538,0.6440156552196279
0.24462931793388382,-0.2951776193616089,0.08268987473559167
-0.4053535206385011,-0.16525873616450468,-0.05757311683638213
-0.8453419036721156,-0.2951776193616089,-0.016714696056125706
0.4546237734726543,-0.2951776193616089,-0.17303811460418972
2.244576513541222,-0.4250965025587132,-0.03949247536437369
-0.8853408475842623,0.35441679662391234,0.5499593657793633
1.4645971072543602,-0.4250965025587132,-0.10074226229626733
1.1846044998693328,-0.4250965025587132,-0.07760718885403048
-0.3253556328142076,-0.4250965025587132,-0.12869468468524464
-0.7553442798697854,0.09457903022970385,-0.0737570941204872
-0.7253450719356752,0.2244979134268081,-0.13651285913115618
-0.5453498243310149,0.4843356798210166,0.2151191089399223
-0.28535668890206084,-0.2951776193616089,-0.13601086643823107
-0.8753411116062256,0.09457903022970385,0.03141427077776032
-0.9053403195403357,0.2244979134268081,0.019725966413221975
-0.8353421676940789,-0.2951776193616089,-0.16872609754788825
2.714564104508946,-0.4250965025587132,-0.19331038271116396
-0.8253424317160422,-0.16525873616450468,-0.1764240608832989
-0.2753569529240241,-0.4250965025587132,-0.21780896180491585
0.9946095162866356,-0.4250965025587132,-0.19186673631931497
2.814561464289313,-0.4250965025587132,-0.20659482348735336
1.6445923548590207,-0.4250965025587132,-0.1834497324525748
2.4245717611458826,-0.2951776193616089,-0.16731695619701642
-0.39535378466046445,-0.2951776193616089,-0.13226317376178118
-0.7353448079137119,-0.4250965025587132,-0.18011721333368821
2.73456357646502,-0.4250965025587132,-0.19975726004469468
-0.8253424317160422,-0.16525873616450468,0.5485580158893573
0.9446108363964523,-0.4250965025587132,-0.18044000242669994
-0.5553495603090515,-0.16525873616450468,-0.17419904227319394
0.854613212594122,-0.4250965025587132,-0.1735690470089021
1.6845912987711673,-0.16525873616450468,-0.17072627685872302
-0.47535167248475796,-0.4250965025587132,-0.20247202762350708
0.09463327826333344,-0.4250965025587132,-0.21401674649494706
0.5546211332530212,-0.2951776193616089,-0.10966237192177061
0.03463486239511329,-0.2951776193616089,-0.16434284427795665
1.8845860183319012,-0.4250965025587132,-0.20955112635300557
1.6945910347492041,-0.4250965025587132,-0.05638881478478051
-0.8953405835622991,-0.03533985296740041,-0.12314382535128095
1.2146037078034428,-0.4250965025587132,-0.21771212507701232
-0.215358537055804,-0.2951776193616089,-0.12241588029324761
-0.17535959314365723,0.09457903022970385,-0.03218853733560497
-0.3253556328142076,-0.4250965025587132,-0.18383040096916103
-0.8953405835622991,0.35441679662391234,-0.06388642626935627
-0.8653413756281889,-0.16525873616450468,-0.18015394450634126
-0.8953405835622991,0.2244979134268081,-0.11464334154669291
2.444571233101956,-0.2951776193616089,-0.1954196424741199
-0.5453498243310149,0.2244979134268081,0.5304818266807008
1.6945910347492041,-0.4250965025587132,-0.20409599068110743
-0.6053482401992349,-0.2951776193616089,-0.1853987107348628
0.5246219253189112,-0.4250965025587132,-0.18157532958143083
1.9045854902879746,-0.4250965025587132,-0.19326252088013118
-0.3353553687922443,-0.03533985296740041,0.06251778255403487
0.8046145327039386,-0.4250965025587132,-0.21310625863948643
-0.5853487682431616,-0.2951776193616089,-0.1532400125441913
-0.8953405835622991,1.2638489790036422,0.39432938724835553
0.5146221893408744,-0.03533985296740041,0.07547498197386064
-0.8753411116062256,2.692956694171789,0.21625666222632914
-0.22535827303384068,-0.2951776193616089,-0.10348151732351508
-0.26535721694598746,0.4843356798210166,-0.03855972619215362
-0.6353474481333451,-0.2951776193616089,-0.19175097747216593
1.7445897146393876,-0.03533985296740041,-0.1886199232699522
-0.7053455999796019,-0.4250965025587132,-0.1341297851720593
-0.6153479761772717,-0.2951776193616089,-0.11558054298226489
0.04463459837314998,-0.4250965025587132,-0.2133611507163819
2.024582322024415,-0.4250965025587132,-0.19335490534468283
0.4246245655385443,0.2244979134268081,-0.010194356377288891
-0.13536064923151048,-0.16525873616450468,-0.08152518060369003
2.8045617283112767,-0.4250965025587132,-0.22379169068401247
-0.8453419036721156,0.2244979134268081,0.013589634448485344
1.1846044998693328,-0.2951776193616089,-0.10488286721352115
-0.4053535206385011,-0.4250965025587132,-0.1700194800516111
0.4546237734726543,-0.4250965025587132,-0.21165704691844758
-0.6653466560674551,-0.2951776193616089,-0.05347814761848512
1.9045854902879746,-0.4250965025587132,-0.16579873439402334
-0.6653466560674551,0.35441679662391234,0.21823346715456646
0.9346111004184156,0.2244979134268081,-0.04915611296964192
-0.085361969341327,-0.2951776193616089,-0.185664733470138
2.344573873321589,-0.2951776193616089,-0.16125186044590992
1.8945857543099378,-0.4250965025587132,-0.18640380918655103
0.5046224533628378,-0.2951776193616089,-0.18982871276998922
-0.345355104770281,-0.2951776193616089,0.018847757467062506
-0.8853408475842623,1.0040112126094336,-0.057091159328540496
1.4345978993202502,-0.2951776193616089,-0.13286645544596168
-0.47535167248475796,-0.16525873616450468,-0.16422931156248358
1.8345873384417177,-0.4250965025587132,-0.19486310955513414
-0.8353421676940789,-0.2951776193616089,-0.06518648716810693
-0.6753463920454919,-0.03533985296740041,-0.14973162902290527
-0.04536302542918024,-0.4250965025587132,-0.1936331718041757
-0.29535642488009756,-0.16525873616450468,-0.09722274811660156
-0.24535774498991408,-0.2951776193616089,-0.07460747642069739
1.2146037078034428,-0.2951776193616089,-0.1886165840724383
-0.6853461280235285,-0.4250965025587132,-0.1861010552786228
0.9346111004184156,-0.16525873616450468,-0.19118999228982833
-0.6153479761772717,-0.4250965025587132,-0.20838129415729756
-0.505350880418868,-0.2951776193616089,-0.18653737708710763
1.1246060840011127,-0.2951776193616089,-0.20393459613460158
-0.8353421676940789,3.082713343763102,1.737034064383386
1.7245902426833142,-0.4250965025587132,-0.2125964744856955
-0.7453445438917486,-0.2951776193616089,-0.17281772756827138
-0.8053429597599688,0.09457903022970385,0.09696160491006174
0.8346137406380486,-0.2951776193616089,-0.14455253367882406
-0.5253503523749414,0.09457903022970385,0.014467843394644813
-0.6953458640015652,0.4843356798210166,0.11423972591289275
-0.8953405835622991,0.09457903022970385,-0.04300753728068759
-0.8753411116062256,0.09457903022970385,0.04841189918942253
0.5646208692310579,-0.2951776193616089,-0.18755583232885148
0.46462350945069103,-0.03533985296740041,0.09975985242672197
0.3546264136922874,-0.4250965025587132,-0.16191636075117888
-0.8453419036721156,0.2244979134268081,-0.07941703390657207
-0.7553442798697854,-0.4250965025587132,-0.20991398581618426
-0.8353421676940789,4.25198329253704,1.6182198515091222
0.6846177009674982,-0.4250965025587132,-0.18291100858699658
-0.28535668890206084,-0.4250965025587132,-0.20879646771486093
-0.04536302542918024,-0.03533985296740041,-0.1241055142352883
-0.8753411116062256,-0.2951776193616089,-0.15078013704227441
-0.5753490322651249,0.09457903022970385,0.001559618871689739
2.1945778336510386,-0.4250965025587132,-0.21491499062619004
-0.14536038520954717,-0.2951776193616089,-0.18175119398383033
-0.7053455999796019,1.3937678622007466,4.453072764382745
-0.6853461280235285,-0.16525873616450468,-0.16041038267240348
-0.9053403195403357,0.35441679662391234,0.012467664083810068
-0.7553442798697854,-0.03533985296740041,-0.10961339702489986
-0.7753437518258587,-0.03533985296740041,-0.0605973167181506
-0.6653466560674551,-0.4250965025587132,-0.21532793805207745
-0.28535668890206084,0.4843356798210166,1.061098120695104
-0.37535431270439107,-0.2951776193616089,-0.12789105115022925
0.3846256216263975,-0.16525873616450468,-0.15283374351333176
-0.5653492962870882,-0.2951776193616089,-0.16074652855547086
1.954584170178158,-0.4250965025587132,-0.17650308855779487
0.5146221893408744,0.2244979134268081,-0.04949782418189918
-0.7653440158478221,0.35441679662391234,0.001810058685233318
-0.6153479761772717,0.4843356798210166,0.23580655060445993
-0.9053403195403357,-0.16525873616450468,-0.022894437588543263
-0.8353421676940789,0.2244979134268081,-0.10959447490565437
-0.8653413756281889,-0.03533985296740041,-0.07356230759884219
-0.8253424317160422,-0.4250965025587132,-0.19131799486119505
-0.9153400555183724,0.8740923294123294,0.3014707566497483
2.1345794177828186,-0.4250965025587132,-0.21600356901572615
-0.8253424317160422,0.4843356798210166,0.21914618114170303
-0.8553416396501522,-0.2951776193616089,-0.19838151066896195
-0.8453419036721156,0.4843356798210166,-0.02137732885138815
-0.03536328945114355,-0.4250965025587132,-0.1423475502538026
-0.8253424317160422,-0.4250965025587132,-0.21020338293405683
2.654565688640726,-0.2951776193616089,-0.04316336649800358
0.19463063804370034,-0.4250965025587132,-0.21290034145946168
-0.8553416396501522,-0.03533985296740041,-0.18290099099445484
-0.8853408475842623,10.618008569195148,1.0174781835708404
